	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
0	21.2	FSC 0.5, semi-independent	2014-02-13	24671761	doi:10.1007/s13238-014-0044-1	Yang Z, Guo Q, Goto S, Chen Y, Li N, Yan K, Zhang Y, Muto A, Deng H, Himeno H, Lei J, Gao N		0.8MDa	singleParticle		7.8	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	FEI EAGLE (4k x 4k)	FEI TITAN KRIOS	120	C1	126	-3.38685369	13.61461353	0E-8	0.99999976
0	15.2	FSC 0.5, semi-independent	2014-02-13	24671761	doi:10.1007/s13238-014-0044-1	Yang Z, Guo Q, Goto S, Chen Y, Li N, Yan K, Zhang Y, Muto A, Deng H, Himeno H, Lei J, Gao N		0.8MDa	singleParticle		7.8	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	FEI EAGLE (4k x 4k)	FEI TITAN KRIOS	120	C1	126	-2.60272765	13.71421242	0E-8	0.99999976
0	18.3	FSC 0.5, semi-independent	2014-02-13	24671761	doi:10.1007/s13238-014-0044-1	Yang Z, Guo Q, Goto S, Chen Y, Li N, Yan K, Zhang Y, Muto A, Deng H, Himeno H, Lei J, Gao N		0.8MDa	singleParticle		7.8	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	FEI EAGLE (4k x 4k)	FEI TITAN KRIOS	120	C1	126	-3.56118298	13.22424793	0E-8	0.99999970
0	41	FSC 0.5, gold-standard	2014-02-24	24697492	doi:10.1021/bi500059y	Zhao XW, Norris SJ, Liu J			subtomogramAveraging			ETHANE			HOMEMADE PLUNGER	FIELD EMISSION GUN	100	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F415 (4k x 4k)	FEI POLARA 300	300	C1	320	-0.77514762	0.84135616	0.00530470	0.04314546
0	33	FSC 0.5, gold-standard	2014-02-24	24697492	doi:10.1021/bi500059y	Zhao XW, Norris SJ, Liu J			subtomogramAveraging			ETHANE			HOMEMADE PLUNGER	FIELD EMISSION GUN	100	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F415 (4k x 4k)	FEI POLARA 300	300	C16	320	-0.46920273	0.61992759	0.00536385	0.03701058
0	41	FSC 0.5, gold-standard	2014-02-24	24697492	doi:10.1021/bi500059y	Zhao XW, Norris SJ, Liu J			subtomogramAveraging			ETHANE			HOMEMADE PLUNGER	FIELD EMISSION GUN	100	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F415 (4k x 4k)	FEI POLARA 300	300	C1	172	-0.53199571	0.64106739	-0.00004365	0.09187916
0	15	FSC 0.143, gold-standard	2014-03-01	24747401	doi:10.1038/nature13205	Du D, Wang Z, James NR, Voss JE, Klimont E, Ohene-Agyei T, Venter H, Chiu W, Luisi BF		0.77MDa	singleParticle	2.0	7.5	ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN	25	DARK FIELD	FLOOD BEAM	DIRECT ELECTRON DE-12 (4k x 3k)	JEOL 3200FSC	300	C3	256	-10.05080318	25.34601974	0E-8	1.00000000
0	8.1	FSC 0.5, gold-standard	2014-03-03	25777528	doi:10.15252/embj.201490588	Morikawa M, Yajima H, Nitta R, Inoue S, Ogura T, Sato C, Hirokawa N	3j6h		singleParticle		6.8	ETHANE		100	LEICA KF80	FIELD EMISSION GUN	7	BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	JEOL 2010F	200	C1	28	-30.71550560	274.33886719	113.46456909	46.74218750
0	4.6	FSC 0.143, gold-standard	2014-03-10	25024436	doi:10.15252/embj.201488566	McHugh CA, Fontana J, Lam AS, Cheng N, Aksyuk AA, Steven AC, Hoiczyk E	4pt2	0.032MDa	singleParticle	0.1	7.6	ETHANE		83	LEICA KF80	FIELD EMISSION GUN	15	BRIGHT FIELD	FLOOD BEAM		FEI POLARA 300	300	I	448	-5.19883728	22.00628090	0E-8	0.93625200
0	21	FSC 0.5, semi-independent	2014-03-10	24768348	doi:10.1016/j.immuni.2014.04.008	Lee JH, Blattner C, Wilson IA, Ward AB		435MDa, 0.0495MDa	singleParticle	0.01	7.2	NONE			NONE	FIELD EMISSION GUN	25	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	160	-2.70322084	9.83438110	1E-8	0.72525805
0	19	FSC 0.5, semi-independent	2014-03-10	24768348	doi:10.1016/j.immuni.2014.04.008	Lee JH, Blattner C, Wilson IA, Ward AB		435MDa, 0.0495MDa	singleParticle	0.01	7.2	NONE			NONE	FIELD EMISSION GUN	25	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	120	C1	160	-4.36379910	9.73895836	1E-8	0.65317774
0	25	FSC 0.5, semi-independent	2014-03-10	24768348	doi:10.1016/j.immuni.2014.04.008	Lee JH, Blattner C, Wilson IA, Ward AB		420MDa, 0.0495MDa	singleParticle	0.01	7.4	NONE			NONE	FIELD EMISSION GUN	26	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	80	-2.16076517	11.65272522	1E-8	0.78894860
0	22	FSC 0.5, semi-independent	2014-03-10	24768348	doi:10.1016/j.immuni.2014.04.008	Lee JH, Blattner C, Wilson IA, Ward AB		420MDa, 0.0495MDa	singleParticle	0.01	7.4	NONE			NONE	FIELD EMISSION GUN	30	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	160	-2.68402052	12.49191284	0E-8	0.77874744
0	3.64	FSC 0.5, semi-independent	2014-03-12	25018021	doi:10.1016/j.molcel.2014.06.010	Wu B, Peisley A, Li Z, Egelman E, Walz T, Penczek P, Hur S			helical	0.2	7.5	NITROGEN			FEI VITROBOT MARK I	FIELD EMISSION GUN	31	BRIGHT FIELD	FLOOD BEAM	GATAN K2 (4k x 4k)	FEI TECNAI F20	200		160	-1.05258262	9.22168350	0.88586605	1.48749304
0	42.0	FSC 0.5, gold-standard	2014-03-13	24711419	doi:10.1073/pnas.1404823111	Barthelme D, Chen JZ, Grabenstatter J, Baker TA, Sauer RT		0.5MDa, 0.36MDa, 0.36MDa	singleParticle	0.023	7.5	NONE			NONE	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	JEOL 2100F	200	C1	64	-4.16351271	10.67281628	0E-8	1.00000000
0	39.0	FSC 0.5, gold-standard	2014-03-13	24711419	doi:10.1073/pnas.1404823111	Barthelme D, Chen JZ, Grabenstatter J, Baker TA, Sauer RT		0.4MDa, 0.36MDa, 0.32MDa	singleParticle	0.027	7.5	NONE			NONE	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	JEOL 2100F	200	C1	64	-4.09686470	10.82458496	0E-8	1.00000000
0	3.64	FSC 0.5, semi-independent	2014-03-14	25018021	doi:10.1016/j.molcel.2014.06.010	Wu B, Peisley A, Li Z, Egelman E, Walz T, Penczek P, Hur S	3j6j		helical	0.2	7.5	NITROGEN			FEI VITROBOT MARK I	FIELD EMISSION GUN	31	BRIGHT FIELD	FLOOD BEAM	GATAN K2 (4k x 4k)	FEI TECNAI F20	200		80	-0.20887600	1.17795968	0.03205111	0.12706143
0	3.8	FSC 0.143, semi-independent	2014-03-19	24690366	doi:10.1016/j.jmb.2014.03.013	Zhu B, Yang C, Liu H, Cheng L, Song F, Zeng S, Huang X, Ji G, Zhu P	3j6q		singleParticle			ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN		BRIGHT FIELD	OTHER	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TITAN KRIOS	300	C1	624	-104.62007904	114.12168884	1.20166790	10.38885307
0	9.0	FSC 0.5, semi-independent	2014-03-19	24623425	doi:10.1128/JVI.00299-14	Organtini LJ, Makhov AM, Conway JF, Hafenstein S, Carson SD	3j6l,3j6m,3j6n,3j6o		singleParticle	0.1	6.0	ETHANE-PROPANE MIXTURE	95	95	FEI VITROBOT MARK III	FIELD EMISSION GUN	15	BRIGHT FIELD	SPOT SCAN	KODAK SO-163 FILM	FEI TECNAI F20	200	I	381	-4.67104959	5.68193388	-1E-8	0.99999994
0	9.0	FSC 0.5, semi-independent	2014-03-19	24623425	doi:10.1128/JVI.00299-14	Organtini LJ, Makhov AM, Conway JF, Hafenstein S, Carson SD			singleParticle	0.1	6.0	ETHANE-PROPANE MIXTURE	95	95	FEI VITROBOT MARK III	FIELD EMISSION GUN	15	BRIGHT FIELD	SPOT SCAN	KODAK SO-163 FILM	FEI TECNAI F20	200	I	351	-4.51662302	6.65716362	0E-8	1.00000000
0	9	FSC 0.5, semi-independent	2014-03-19	24748111	doi:10.1073/pnas.1405079111	Hochstrasser ML, Taylor DW, Bhat P, Guegler CK, Sternberg SH, Nogales E, Doudna JA		0.0559MDa, 0.0187MDa, 0.040MDa, 0.0252MDa, 0.0223MDa, 0.0186MDa, 0.0444MDa	singleParticle	2.3	7.5	ETHANE	100	78	FEI VITROBOT MARK I	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI 20	120	C1	75	0E-8	14.43773937	0.33693373	1.27328527
0	20	FSC 0.5, semi-independent	2014-03-19	24748111	doi:10.1073/pnas.1405079111	Hochstrasser ML, Taylor DW, Bhat P, Guegler CK, Sternberg SH, Nogales E, Doudna JA		0.100MDa, 0.0559MDa, 0.0187MDa, 0.040MDa, 0.0252MDa, 0.0223MDa, 0.0186MDa, 0.0444MDa	singleParticle	0.08	7.5	NONE			NONE	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI 20	120	C1	176	-10.39816475	16.99978065	0E-8	0.99999994
0	8.2	FSC 0.143, gold-standard	2014-03-20	25583999	doi:10.1083/jcb.201407039	Uchimura S, Fujii T, Takazaki H, Ayukawa R, Nishikawa Y, Minoura I, Hachikubo Y, Kurisu G, Sutoh K, Kon T, Namba K, Muto E	3j6p		helical		7.0	ETHANE	100		FEI VITROBOT MARK II	FIELD EMISSION GUN	20	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F415 (4k x 4k)	JEOL 3200FSC	200		100	-0.16258945	0.38901326	0.00914535	0.03653634
0	9.1	FSC 0.333, semi-independent	2014-03-20	25096873	doi:10.1128/mBio.01104-14	Cardone G, Moyer AL, Cheng N, Thompson CD, Dvoretzky I, Lowy DR, Schiller JT, Steven AC, Buck CB, Trus BL	3j6r		singleParticle			ETHANE			LEICA KF80	FIELD EMISSION GUN		BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	FEI/PHILIPS CM200FEG	120	I	511	-2226.00000000	3846.00000000	22.88434601	535.92260742
0	6.0	FSC 0.5, semi-independent	2014-03-24	25698059	doi:10.1038/ncomms7341	Fibriansah G, Tan JL, Smith SA, de Alwis R, Ng T-S, Kostyuchenko VA, Kukkaro P, de Silva AM, Crowe Jr JE, Lok S-M	3j6s		singleParticle		8.0	ETHANE	100	100	FEI VITROBOT MARK IV	FIELD EMISSION GUN	20.4	BRIGHT FIELD	SPOT SCAN	GATAN K2 (4k x 4k)	FEI TITAN KRIOS	300	I	576	-11.46402168	10.51379395	-0.02014503	0.82981664
0	7.0	FSC 0.5, semi-independent	2014-03-25	25698059	doi:10.1038/ncomms7341	Fibriansah G, Tan JL, Smith SA, de Alwis R, Ng T-S, Kostyuchenko VA, Kukkaro P, de Silva AM, Crowe Jr JE, Lok S-M	3j6t		singleParticle		8.0	ETHANE	100	100	FEI VITROBOT MARK IV	FIELD EMISSION GUN	17.6	BRIGHT FIELD	SPOT SCAN	FEI FALCON I (4k x 4k)	FEI TITAN KRIOS	300	I	512	-7.17198467	13.65405655	-0.44877696	1.01426387
0	9.0	FSC 0.5, semi-independent	2014-03-26	25698059	doi:10.1038/ncomms7341	Fibriansah G, Tan JL, Smith SA, de Alwis R, Ng T-S, Kostyuchenko VA, Kukkaro P, de Silva AM, Crowe Jr JE, Lok S-M	3j6u		singleParticle		8.0	ETHANE	100	100	FEI VITROBOT MARK IV	FIELD EMISSION GUN	18	BRIGHT FIELD	SPOT SCAN	FEI FALCON I (4k x 4k)	FEI TITAN KRIOS	300	I	640	-13.04963875	11.91217518	-0.14095771	0.98521209
0	22	FSC 0.5, semi-independent	2014-03-28	24711391	doi:10.1073/pnas.1317972111	Sjoberg M, Wu SR, Loving R, Rantalainen K, Lindqvist B, Garoff H		0.27MDa	singleParticle	0.1	7.4	ETHANE	90	77	FEI VITROBOT MARK II	FIELD EMISSION GUN	9	BRIGHT FIELD	SPOT SCAN	TVIPS TEMCAM-F416 (4k x 4k)	JEOL 2100F	200	C3	48	-2.57583761	6.81486845	0.02116431	0.89234978
0	23	FSC 0.5, semi-independent	2014-03-28	24711391	doi:10.1073/pnas.1317972111	Sjoberg M, Wu SR, Loving R, Rantalainen K, Lindqvist B, Garoff H		0.27MDa	singleParticle	0.1	7.4	ETHANE	90	77	FEI VITROBOT MARK II	FIELD EMISSION GUN	9	BRIGHT FIELD	SPOT SCAN	TVIPS TEMCAM-F416 (4k x 4k)	JEOL 2100F	200	C3	48	-3.14429808	6.27997875	0.02771065	0.87513155
0	26	FSC 0.5, semi-independent	2014-03-28	24711391	doi:10.1073/pnas.1317972111	Sjoberg M, Wu SR, Loving R, Rantalainen K, Lindqvist B, Garoff H		0.27MDa, 0.05MDa	singleParticle	0.1	7.4	NONE			NONE	FIELD EMISSION GUN	9	BRIGHT FIELD	SPOT SCAN	TVIPS TEMCAM-F416 (4k x 4k)	JEOL 2100F	200	C3	64	-3.59785509	13.54157925	0.06688309	1.77408254
0	26	FSC 0.5, semi-independent	2014-03-28	24711391	doi:10.1073/pnas.1317972111	Sjoberg M, Wu SR, Loving R, Rantalainen K, Lindqvist B, Garoff H		0.27MDa	singleParticle	0.1	7.4	NONE			NONE	TUNGSTEN HAIRPIN	9	BRIGHT FIELD	SPOT SCAN	TVIPS TEMCAM-F416 (4k x 4k)	JEOL 2100F	200	C3	48	-1.68456912	6.63817596	0.03410213	0.90336734
0	23	FSC 0.5, gold-standard	2014-03-31	24737326	doi:10.1074/jbc.M114.564005	Yokom AL, Morishima Y, Lau M, Su M, Glukhova A, Osawa Y, Southworth DR		0.36MDa	singleParticle	0.02		NONE			NONE	LAB6	30	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI 12	120	C2	128	-0.03602264	0.22225180	0.00951540	0.03729618
0	7.0	FSC 0.5, semi-independent	2014-04-01	24799711	doi:10.1073/pnas.1401657111	Kaushal PS, Sharma MR, Booth TM, Haque E, Tung C, Sanbonmatsu K, Spremulli L, Agrawal RK	3jcq	1.18MDa	singleParticle	0.86	7.6	ETHANE	90	120	FEI VITROBOT MARK I	FIELD EMISSION GUN	9	BRIGHT FIELD	SPOT SCAN	GATAN ULTRASCAN 1000 (2k x 2k)	JEOL 3200FS	300	C1	375	-0.00045582	0.00073399	0.00000498	0.00003911
0	6.1	FSC 0.143, semi-independent	2014-04-09	24927574	doi:10.1073/pnas.1406335111	Koh CS, Brilot AF, Grigorieff N, Korostelev AA	3j6x	3.4MDa, 0.08MDa	singleParticle	1.044	7.5	ETHANE	95		FEI VITROBOT MARK II	FIELD EMISSION GUN	30	BRIGHT FIELD	FLOOD BEAM	FEI FALCON I (4k x 4k)	FEI TITAN KRIOS	300	C1	420	-1.57481194	4.02578783	0.02754904	0.28375852
0	6.1	FSC 0.143, semi-independent	2014-04-09	24927574	doi:10.1073/pnas.1406335111	Koh CS, Brilot AF, Grigorieff N, Korostelev AA	3j6y	3.4MDa, 0.08MDa	singleParticle	1.044	7.5	ETHANE	95		FEI VITROBOT MARK II	FIELD EMISSION GUN	30	BRIGHT FIELD	FLOOD BEAM	FEI FALCON I (4k x 4k)	FEI TITAN KRIOS	300	C1	420	-1.66221809	4.06740475	0.02754904	0.28348586
0	11.5	FSC 0.143, semi-independent	2014-04-10	24882745	doi:10.1016/j.str.2014.04.011	Lasso G, Yu LPC, Gil D, Lazaro M, Tong L, Valle M		0.52MDa	singleParticle	0.05	7.5	ETHANE	95		FEI VITROBOT MARK II	FIELD EMISSION GUN	15	BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	JEOL 2200FSC	200	C2	190	-0.00057300	0.01577000	0.00026511	0.00140827
0	11.5	FSC 0.143, semi-independent	2014-04-10	24882745	doi:10.1016/j.str.2014.04.011	Lasso G, Yu LPC, Gil D, Lazaro M, Tong L, Valle M		0.52MDa	singleParticle	0.05	7.5	ETHANE	95		FEI VITROBOT MARK II	FIELD EMISSION GUN	15	BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	JEOL 2200FSC	200	C2	190	-0.00063300	0.01558400	0.00025733	0.00135165
0	20	FSC 0.5, gold-standard	2014-04-15	25043589	doi:10.1016/j.virol.2014.06.017	Parent KN, Tang J, Cardone G, Gilcrease EB, Janssen ME, Olson NH, Casjens SR, Baker TS			singleParticle	10	7.6	ETHANE	100	90	HOMEMADE PLUNGER	FIELD EMISSION GUN	23	BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	FEI POLARA 300	200	C1	401	151.03454590	852.00000000	385.11666870	68.56067657
0	6.8	FSC 0.5, gold-standard	2014-04-16	25043589	doi:10.1016/j.virol.2014.06.017	Parent KN, Tang J, Cardone G, Gilcrease EB, Janssen ME, Olson NH, Casjens SR, Baker TS			singleParticle	10	7.6	ETHANE	100	90	HOMEMADE PLUNGER	FIELD EMISSION GUN	23	BRIGHT FIELD	FLOOD BEAM	DIRECT ELECTRON DE-12 (4k x 3k)	FEI POLARA 300	200	I	801	-15582.00000000	32443.00000000	-116.15879822	2034.53149414
0	6.0	FSC 0.5, gold-standard	2014-04-16	25378500	doi:10.1128/JVI.02745-14	Janssen ME, Takagi Y, Parent KN, Cardone G, Fichorova RN, Nibert ML, Baker TS			singleParticle	0.02	7.2	ETHANE	99	90	HOMEMADE PLUNGER	FIELD EMISSION GUN	25	BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	FEI POLARA 300	200	I	601	-3.38433194	6.48850393	0.05024409	0.66671234
0	25	FSC 0.5, gold-standard	2014-04-17	25288750	doi:10.1073/pnas.1413268111	Cox R, Pickar A, Qiu S, Tsao J, Rodenburg CM, Dokland T, Elson A, He B, Luo M			helical			ETHANE			FEI VITROBOT MARK I	FIELD EMISSION GUN		BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	200		200	-0.00679553	0.00648742	0.00009600	0.00127872
0	34	FSC 0.5, gold-standard	2014-04-18	25473808	doi:10.1038/ncomms6727	Lin J, Yin W, Smith MC, Song KK, Leigh MW, Zariwala MA, Knowles MR, Ostrowski LE, Nicastro D			subtomogramAveraging		7.3	ETHANE		100	HOMEMADE PLUNGER	FIELD EMISSION GUN	100	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 1000 (2k x 2k)	FEI TECNAI F30	300	C1	140	100.55453491	181.24945068	134.67279053	6.80494785
0			2014-04-21	24497830	doi:10.1371/journal.ppat.1003899	Ladinsky MS, Kieffer C, Olson G, Deruaz M, Vrbanac V, Tager AM, Kwon DS, Bjorkman PJ			tomography			NITROGEN			BAL-TEC HPM 010	LAB6		BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 1000 (2k x 2k)	FEI TECNAI 12	120	C1	2048	-128.00000000	127.00000000	5.92945957	25.48797989
0	6.9	FSC 0.143, gold-standard	2014-04-25	25136116	doi:10.1073/pnas.1407122111	Guo YR, Hryc C, Jakana J, Jiang H, Wang D, Chiu W, Zhong W, Tao YJ		7.2MDa	singleParticle	4	7.5	ETHANE	90	80	FEI VITROBOT MARK III	FIELD EMISSION GUN	25	BRIGHT FIELD	FLOOD BEAM	DIRECT ELECTRON DE-12 (4k x 3k)	JEOL 3200FSC	300	I	200	-5.35916138	9.55411816	0.23978099	0.90213323
0	25	FSC 0.333, semi-independent	2014-04-30	25024436	doi:10.15252/embj.201488566	McHugh CA, Fontana J, Nemecek D, Cheng N, Aksyuk AA, Heymann JB, Winkler DC, Lam AS, Wall JS, Steven AC, Hoiczyk E			singleParticle	0.1	7.6	ETHANE		83	LEICA KF80	FIELD EMISSION GUN	15	BRIGHT FIELD	FLOOD BEAM	KODAK SO-163 FILM	FEI/PHILIPS CM200FEG	120	I	256	-7.18469906	7.87637091	0E-8	1.00000000
0	4.7	FSC 0.143, gold-standard	2014-05-11	24985522	doi:10.1038/ncomms5278	Gipson P, Baker ML, Raytcheva D, Haase-Pettingell C, Piret J, King JA, Chiu W	4bml		singleParticle			ETHANE	100		FEI VITROBOT MARK IV	FIELD EMISSION GUN		BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 10000 (10k x 10k)	JEOL 3200FSC	300	I	544	-0.81437606	1.06154096	0.00496094	0.06635214
0	52	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa	singleParticle		7.5	NONE			NONE	FIELD EMISSION GUN	33	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	120	C1	128	-1.06481969	4.60731030	-0.00654219	0.14977145
0	47	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa	singleParticle		7.5	NONE			NONE	FIELD EMISSION GUN	33	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	120	C1	128	-2.07945132	5.71274090	-0.00443104	0.15459679
0	44	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa	singleParticle		7.5	NONE			NONE	FIELD EMISSION GUN	33	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	120	C1	128	-1.79110873	3.99737501	-0.00421525	0.13201152
0	47	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa	singleParticle		7.5	NONE			NONE	FIELD EMISSION GUN	33	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	120	C1	128	-2.12874699	4.89728546	-0.00567954	0.14616323
0	51	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa	singleParticle		7.5	NONE			NONE	FIELD EMISSION GUN	33	BRIGHT FIELD	FLOOD BEAM	GATAN ULTRASCAN 4000 (4k x 4k)	FEI TECNAI F20	120	C1	128	-1.29564404	5.60148764	-0.00220645	0.15477565
0	52	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.34212458	4.52661514	-0.00671030	0.11532367
0	50	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.48363447	3.59959769	-0.00178010	0.10255247
0	53	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.64775646	3.05764937	-0.00444424	0.10348020
0	51	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.35787356	3.34432626	-0.00150285	0.10120843
0	50	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.41281319	3.54907203	-0.00113617	0.10232575
0	59	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.24646831	3.99311447	-0.00277799	0.11451374
0	53	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.26309657	3.31474376	0.00049507	0.10372856
0	53	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.50413275	3.05120754	-0.00528955	0.09954411
0	54	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.61741567	3.57922196	-0.00125705	0.10592698
0	50	FSC 0.5, semi-independent	2014-05-19	24889614	doi:10.1073/pnas.1404575111	Veesler D, Cupelli K, Burger M, Graber P, Stehle T, Johnson JE		0.18MDa, 0.03MDa	singleParticle		7.5	NONE			NONE	LAB6	24	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F416 (4k x 4k)	FEI TECNAI 12	120	C1	128	-1.44581568	3.46323633	-0.00498384	0.10285890
