	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
0	3.1	FSC 0.143 CUT-OFF	2018-08-17	30337524	doi:10.1038/s41467-018-06817-7	Oosterheert W, van Bezouwen LS, Rodenburg RNP, Forster F, Mattevi A, Gros P	6hcy	0.152MDa, 0.052036MDa, 0.000743405MDa, 0.000616487MDa, 0.00078555MDa, 0.000221208MDa, 0.00036836MDa	singleParticle	4	5.5	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	47.4	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C3	300	-0.13904265	0.22599746	0.0004582962	0.0058541913
0	3.8	FSC 0.143 CUT-OFF	2018-08-17	30337524	doi:10.1038/s41467-018-06817-7	Oosterheert W, van Bezouwen LS, Rodenburg RNP, Forster F, Mattevi A, Gros P	6hd1	0.152MDa, 0.052036MDa, 0.000743405MDa, 0.000616487MDa, 0.00078555MDa, 0.000221208MDa, 0.00036836MDa	singleParticle	4	5.5	ETHANE	100	293	FEI VITROBOT MARK IV	FIELD EMISSION GUN	45.5	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TALOS ARCTICA	200	C3	240	-0.095823534	0.22453356	0.000767484	0.0055400585
0	4.8	FSC 0.143 CUT-OFF	2018-08-17	30559462	doi:10.1038/s41594-018-0165-y	Knorr AG, Becker T, Berninghausen O, Beckmann R	6hd5	0.099050133MDa, 0.027635168MDa, 0.019753727MDa	singleParticle		7.5	ETHANE				FIELD EMISSION GUN	2.5	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300		420	-0.14963268	0.27869624	0.00051754306	0.010154534
0	3.4	FSC 0.143 CUT-OFF	2018-08-17	30559462	doi:10.1038/s41594-018-0165-y	Knorr AG, Becker T, Berninghausen O, Beckmann R	6hd7	1.097493875MDa, 0.038951105MDa, 0.050682922MDa, 0.024378408MDa, 0.024815684MDa, 0.012246658MDa, 0.010112952MDa, 0.027463574MDa, 0.043850793MDa, 0.039159125MDa, 0.033764828MDa, 0.020000564MDa, 0.027686281MDa, 0.02817582MDa, 0.021605061MDa, 0.019755691MDa, 0.022604164MDa, 0.015195066MDa, 0.024482357MDa, 0.022247227MDa, 0.020589518MDa, 0.020609252MDa, 0.021762316MDa, 0.020478852MDa, 0.018279266MDa, 0.013711359MDa, 0.01449395MDa, 0.017661717MDa, 0.015787612MDa, 0.014265784MDa, 0.01556836MDa, 0.016761666MDa, 0.006691884MDa, 0.011430364MDa, 0.012649754MDa, 0.014809441MDa, 0.01217713MDa, 0.013673196MDa, 0.01394264MDa, 0.011151259MDa, 0.009877395MDa, 0.008845561MDa, 0.00635864MDa, 0.014583077MDa, 0.003354243MDa, 0.017889996MDa, 0.025410465MDa, 0.099050133MDa, 0.027635168MDa, 0.019753727MDa, 0.001975426MDa, 0.000281347MDa	singleParticle		7.5	ETHANE				FIELD EMISSION GUN	2.5	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300		420	-0.0984338	0.22589912	0.00047320456	0.008901068
0	6.7	FSC 0.143 CUT-OFF	2018-08-17	30559462	doi:10.1038/s41594-018-0165-y	Knorr AG, Berninghausen O, Becker T, Beckmann R			singleParticle		7.5	ETHANE				FIELD EMISSION GUN	2.5	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300		140	-0.02608649	0.07086801	0.00057176186	0.005988945
0	7.3	FSC 0.143 CUT-OFF	2018-08-17			Stanishneva-Konovalova TB, Sokolova OS	6hdd	0.055470793MDa	singleParticle	2.5	7.5	ETHANE				FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300	C1	308	-0.07768448	0.16644248	0.0018773186	0.010414421
0	5.2	FSC 0.143 CUT-OFF	2018-08-19			Parey K, Barends TRM, Prinz S, Mohd A, Dietl A	6hif	1.6MDa	singleParticle		7.5	ETHANE			FEI VITROBOT MARK IV	FIELD EMISSION GUN	45.0	OTHER	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI POLARA 300	300	O	350	-0.040386546	0.1987661	0.0012390238	0.008599118
0	5.5	FSC 0.143 CUT-OFF	2018-08-19			Parey K, Barends TRM, Prinz S, Mohd A, Dietl A	6hif	1.6MDa	singleParticle		7.5	ETHANE			FEI VITROBOT MARK IV	FIELD EMISSION GUN	45.0	OTHER	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI POLARA 300	300	O	350	-0.052096326	0.18674836	0.0006935962	0.009406638
0	6.2	FSC 0.143 CUT-OFF	2018-08-19			Parey K, Barends TRM, Prinz S, Mohd A, Dietl A		2.0MDa	singleParticle		7.5	ETHANE			FEI VITROBOT MARK IV	FIELD EMISSION GUN	45.0	OTHER	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI POLARA 300	300	D5	350	-0.03850354	0.19968663	0.0018866669	0.009233065
0	5.0	FSC 0.143 CUT-OFF	2018-08-20			Stanishneva-Konovalova TB, Sokolova OS			singleParticle	2.5	7.5	ETHANE				FIELD EMISSION GUN	6.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON II (4k x 4k)	FEI TITAN KRIOS	300	C1	132	-0.32981038	0.72862643	0.000054253833	0.046707384
0	4.85	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6he4	1.25MDa, 0.029738418MDa, 0.000507181MDa, 2.4305e-05MDa, 0.000427201MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.075444	0.106007785	0.000004003887	0.0015337322
0	4.12	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6he5	1.25MDa, 0.027692828MDa, 0.023149414MDa, 0.045279219MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.15713851	0.21711725	0.000009996114	0.0025153332
0	3.69	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6he7	0.710MDa, 0.026333248MDa, 0.022132283MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C7	384	-0.33946908	0.50904465	0.000008314035	0.0052294387
0	6.86	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6he8	1.25MDa, 0.02715616MDa, 0.022132283MDa, 0.044102977MDa, 0.000507181MDa, 2.4305e-05MDa, 0.000427201MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.03647783	0.043262266	0.000027298773	0.0013231856
0	6.35	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6he9	1.25MDa, 0.02715616MDa, 0.022132283MDa, 0.044102977MDa, 0.000507181MDa, 2.4305e-05MDa, 0.000427201MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.04830493	0.061207086	0.000026992147	0.0016352007
0	7.04	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6hea	1.25MDa, 0.02715616MDa, 0.022132283MDa, 0.044102977MDa, 2.4305e-05MDa, 0.000507181MDa, 0.000427201MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.04031759	0.05361142	0.00002871878	0.0015288169
0	6.95	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6hec	1.25MDa, 0.02715616MDa, 0.022132283MDa, 0.044102977MDa, 0.000507181MDa, 2.4305e-05MDa, 0.000427201MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.035487715	0.052301235	0.000026740954	0.0013314092
0	6.95	FSC 0.143 CUT-OFF	2018-08-20	30559193	doi:10.1073/pnas.1817752116	Majumder P, Rudack T, Beck F, Baumeister W	6hed	1.25MDa, 0.02715616MDa, 0.022132283MDa, 0.044102977MDa, 0.000507181MDa, 2.4305e-05MDa, 0.000427201MDa	singleParticle		7.1	OTHER				FIELD EMISSION GUN	30.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	384	-0.037868172	0.051156048	0.000026603051	0.0014260197
0	4.05	FSC 0.143 CUT-OFF	2018-08-29			Buchta D, Fuzik T, Hrebik D, Levdansky Y, Moravcova J, Plevka P	6hht	6.77MDa, 0.032564445MDa, 0.028802328MDa, 0.026143783MDa	singleParticle	0.5	6.0	ETHANE	100	298	FEI VITROBOT MARK IV	FIELD EMISSION GUN	45.2	BRIGHT FIELD	FLOOD BEAM	FEI FALCON III (4k x 4k)	FEI TITAN KRIOS	300	C2	350	-0.25134376	0.43928137	0.004747987	0.028162066
0	11.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.028818384	0.12612921	0.0057918616	0.020975811
0	16.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.027233819	0.115509644	0.0037600768	0.018886808
0	12.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.03325936	0.12969323	0.004176648	0.020296823
0	12.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.058079734	0.23878309	0.008014853	0.040987823
0	14.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.026661957	0.11678057	0.0049788947	0.021166984
0	14.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.028343445	0.1092717	0.0045760404	0.019763751
0	14.0	FSC 0.143 CUT-OFF	2018-08-29	30291245	doi:10.1038/s41467-018-06660-w	Kater L, Beckmann R			singleParticle		7.5	ETHANE				LAB6	32.0	BRIGHT FIELD	FLOOD BEAM	TVIPS TEMCAM-F216 (2k x 2k)	FEI TECNAI SPIRIT	120	C1	140	-0.028995303	0.12697189	0.0045166486	0.020387799
0	4.1	FSC 0.143 CUT-OFF	2018-08-30	30401839	doi:10.1038/s41586-018-0672-3	Polovinkin L, Neumann E, Schoehn G, Nury H	6hin	0.051906031MDa, 0.000221208MDa, 0.000176215MDa	singleParticle		7.4	ETHANE				FIELD EMISSION GUN	60.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C5	240	-21.660654000000001	32.166874	0.000000000002498	1.0
0	4.2	FSC 0.143 CUT-OFF	2018-08-30	30401839	doi:10.1038/s41586-018-0672-3	Polovinkin L, Neumann E, Schoehn G, Nury H	6hio	0.052105238MDa, 0.000221208MDa, 0.000176215MDa	singleParticle		7.4	ETHANE				FIELD EMISSION GUN	60.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C5	240	-0.05123614	0.15535934	0.0010136673	0.0067832647
0	3.2	FSC 0.143 CUT-OFF	2018-08-30	30401839	doi:10.1038/s41586-018-0672-3	Polovinkin L, Neumann E, Schoehn G, Nury H	6hiq	0.052172305MDa, 0.000221208MDa, 0.000176215MDa	singleParticle		7.4	ETHANE				FIELD EMISSION GUN	50.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C5	240	-0.11459709	0.25120762	0.0007018563	0.007148789
0	4.5	FSC 0.143 CUT-OFF	2018-08-30	30401839	doi:10.1038/s41586-018-0672-3	Polovinkin L, Neumann E, Schoehn G, Nury H	6his	0.05136641MDa, 0.000221208MDa, 0.000180156MDa, 0.000284353MDa	singleParticle		7.4	ETHANE				FIELD EMISSION GUN	80.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C5	240	-0.088678464	0.18773368	0.0011568471	0.007873053
0	7.8	FSC 0.143 CUT-OFF	2018-08-31	30213880	doi:10.1126/science.aau7735	Ramrath DJF, Niemann M, Leibundgut M, Bieri P, Prange C, Horn EK, Leitner A, Boerhringer D, Schneider A, Ban N	6hiv	0.201811188MDa, 0.095080992MDa, 0.047306836MDa, 0.035395676MDa, 0.034546641MDa, 0.03348234MDa, 0.0320681MDa, 0.031922178MDa, 0.030742207MDa, 0.030617381MDa, 0.029960182MDa, 0.026472807MDa, 0.011360885MDa, 0.008203408MDa, 0.137234125MDa, 0.13171925MDa, 0.084851086MDa, 0.075338914MDa, 0.072046031MDa, 0.06667668MDa, 0.045956293MDa, 0.03562391MDa, 0.030096051MDa, 0.021589732MDa, 0.021247398MDa, 0.020093227MDa, 0.019317293MDa, 0.00907094MDa, 0.050147355MDa, 0.018861543MDa, 0.032766459MDa, 0.050201016MDa, 0.094351039MDa, 0.03792591MDa, 0.010421635MDa, 0.019900014MDa, 0.050401191MDa, 0.022077805MDa, 0.035632727MDa, 0.036988691MDa, 0.028364604MDa, 0.023087889MDa, 0.041086285MDa, 0.073064141MDa, 0.0367845MDa, 0.051136684MDa, 0.057048836MDa, 0.021244104MDa, 0.02872818MDa, 0.098377773MDa, 0.024757896MDa, 0.0282406MDa, 0.022421469MDa, 0.029748666MDa, 0.04859041MDa, 0.137935MDa, 0.198442391MDa, 0.000443539MDa, 0.000613749MDa, 0.00274137MDa, 0.000698854MDa, 0.004613678MDa, 0.003762629MDa, 0.021793092MDa, 0.028051373MDa, 0.054045367MDa, 0.025204334MDa, 0.021083229MDa, 0.00974571MDa, 0.01304274MDa, 0.021661453MDa, 0.021795227MDa, 0.055073699MDa, 0.053156664MDa, 0.031032697MDa, 0.020283566MDa, 0.04025275MDa, 0.024341309MDa, 0.043780016MDa, 0.019158145MDa, 0.035117824MDa, 0.016931455MDa, 0.024393943MDa, 0.020895268MDa, 0.032083285MDa, 0.028822936MDa, 0.043999047MDa, 0.058437895MDa, 0.033646066MDa, 0.022556877MDa, 0.021602639MDa, 0.031300406MDa, 0.033984199MDa, 0.024501486MDa, 0.029175984MDa, 0.035656383MDa, 0.018213924MDa, 0.028545977MDa, 0.00399837MDa, 0.002008194MDa, 0.001937116MDa, 0.377015625MDa, 0.093569273MDa, 0.060896355MDa, 0.059010855MDa, 0.06244241MDa, 0.050313797MDa, 0.049407MDa, 0.041857875MDa, 0.039765176MDa, 0.039841617MDa, 0.039638914MDa, 0.042731605MDa, 0.035104535MDa, 0.033079617MDa, 0.034252094MDa, 0.029284467MDa, 0.029283676MDa, 0.025579004MDa, 0.024773643MDa, 0.01881768MDa, 0.022376191MDa, 0.022337521MDa, 0.02225559MDa, 0.022213406MDa, 0.022123414MDa, 0.02061852MDa, 0.020542291MDa, 0.017343738MDa, 0.017830959MDa, 0.017803377MDa, 0.016387654MDa, 0.012974785MDa, 0.012968644MDa, 0.012334969MDa, 0.010600362MDa, 0.003932839MDa, 0.003422209MDa, 0.001039273MDa, 0.015081565MDa, 0.001890321MDa, 0.002060531MDa, 0.001464797MDa, 0.000869063MDa, 0.001294587MDa, 0.000528644MDa, 0.000954168MDa, 6.5409e-05MDa, 0.000145246MDa, 0.000484141MDa, 2.4305e-05MDa, 0.00052318MDa, 0.00020234MDa, 0.000663425MDa, 0.000105093MDa, 1.8015e-05MDa	singleParticle		7.4	OTHER	98	278	FEI VITROBOT MARK IV	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON III (4k x 4k)	FEI TITAN KRIOS	300		400	-0.089613646	0.18272288	0.0019386684	0.011937334
0	3.37	FSC 0.143 CUT-OFF	2018-08-31	30213880	doi:10.1126/science.aau7735	Ramrath D, Niemann M, Leibundgut M, Bieri P, Prange C, Horn EK, Leitner A, Boehringer D, Schneider A, Ban N	6hiw	0.201811188MDa, 0.095080992MDa, 0.047306836MDa, 0.035395676MDa, 0.034546641MDa, 0.03348234MDa, 0.0320681MDa, 0.031922178MDa, 0.030742207MDa, 0.030617381MDa, 0.029960182MDa, 0.026472807MDa, 0.011360885MDa, 0.008203408MDa, 0.137234125MDa, 0.13171925MDa, 0.085012258MDa, 0.075338914MDa, 0.072046031MDa, 0.06667668MDa, 0.045956293MDa, 0.03562391MDa, 0.030096051MDa, 0.021589732MDa, 0.021247398MDa, 0.020093227MDa, 0.019317293MDa, 0.00907094MDa, 0.050147355MDa, 0.018861543MDa, 0.032766459MDa, 0.050201016MDa, 0.094351039MDa, 0.03792591MDa, 0.010421635MDa, 0.019900014MDa, 0.050401191MDa, 0.022077805MDa, 0.035632727MDa, 0.036988691MDa, 0.028364604MDa, 0.023087889MDa, 0.041086285MDa, 0.073064141MDa, 0.036855578MDa, 0.051164738MDa, 0.057048836MDa, 0.021244104MDa, 0.02872818MDa, 0.098377773MDa, 0.024757896MDa, 0.0282406MDa, 0.022421469MDa, 0.029748666MDa, 0.04859041MDa, 0.137928969MDa, 0.198442391MDa, 0.000443539MDa, 0.000613749MDa, 0.00274137MDa, 0.000698854MDa, 0.004613678MDa, 0.003762629MDa, 6.5409e-05MDa, 0.000484141MDa, 2.4305e-05MDa, 0.00052318MDa, 0.000145246MDa, 0.00020234MDa, 1.8015e-05MDa	singleParticle		7.4	OTHER	98	278	FEI VITROBOT MARK IV	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON III (4k x 4k)	FEI TITAN KRIOS	300		320	-0.31565467	0.53773916	0.0025419195	0.02259299
0	3.39	FSC 0.143 CUT-OFF	2018-08-31	30213880	doi:10.1126/science.aau7735	Ramrath DJF, Niemann M, Leibundgut M, Bieri P, Prange C, Horn K, Leitner A, Boehringer D, Schneider A, Ban N	6hix	0.021793092MDa, 0.028051373MDa, 0.054045367MDa, 0.025204334MDa, 0.021083229MDa, 0.00974571MDa, 0.01304274MDa, 0.021661453MDa, 0.021795227MDa, 0.055073699MDa, 0.053156664MDa, 0.031032697MDa, 0.020283566MDa, 0.04025275MDa, 0.024341309MDa, 0.043780016MDa, 0.019158145MDa, 0.035117824MDa, 0.016931455MDa, 0.024393943MDa, 0.020895268MDa, 0.032083285MDa, 0.028822936MDa, 0.043999047MDa, 0.058437895MDa, 0.033646066MDa, 0.022556877MDa, 0.021602639MDa, 0.031300406MDa, 0.033984199MDa, 0.024501486MDa, 0.029175984MDa, 0.035656383MDa, 0.018213924MDa, 0.028545977MDa, 0.00399837MDa, 0.002008194MDa, 0.001937116MDa, 0.3767485MDa, 0.093569273MDa, 0.062806293MDa, 0.059010855MDa, 0.06244241MDa, 0.050313797MDa, 0.049407MDa, 0.041857875MDa, 0.039765176MDa, 0.039841617MDa, 0.039638914MDa, 0.043819699MDa, 0.035104535MDa, 0.033079617MDa, 0.034883273MDa, 0.029284467MDa, 0.029283676MDa, 0.025579004MDa, 0.024773643MDa, 0.022657951MDa, 0.022376191MDa, 0.022337521MDa, 0.02225559MDa, 0.022213406MDa, 0.022123414MDa, 0.02061852MDa, 0.020542291MDa, 0.018929691MDa, 0.017830959MDa, 0.017803377MDa, 0.016387654MDa, 0.012974785MDa, 0.012968644MDa, 0.012334969MDa, 0.010600362MDa, 0.003932839MDa, 0.003422209MDa, 0.001039273MDa, 0.015081565MDa, 0.001890321MDa, 0.002060531MDa, 0.001464797MDa, 0.000869063MDa, 0.001294587MDa, 0.000528644MDa, 0.000954168MDa, 0.000698854MDa, 0.000613749MDa, 6.5409e-05MDa, 0.000663425MDa, 2.4305e-05MDa	singleParticle		7.4	OTHER	98	278	FEI VITROBOT MARK IV	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON III (4k x 4k)	FEI TITAN KRIOS	300		320	-0.036481377	0.1063719	0.0011892364	0.007394422
0	3.27	FSC 0.143 CUT-OFF	2018-08-31	30213880	doi:10.1126/science.aau7735	Ramrath DJF, Niemann M, Leibundgut M, Bieri P, Prange C, Horn EK, Leitner A, Boehringer D, Schneider A, Ban N	6hiy	0.201811188MDa, 0.095080992MDa, 0.047306836MDa, 0.035395676MDa, 0.034546641MDa, 0.03348234MDa, 0.0320681MDa, 0.031922178MDa, 0.030742207MDa, 0.030617381MDa, 0.029960182MDa, 0.026472807MDa, 0.011360885MDa, 0.008203408MDa, 0.050147355MDa, 0.018861543MDa, 0.032766459MDa, 0.050201016MDa, 0.03792591MDa, 0.010421635MDa, 0.050401191MDa, 0.022077805MDa, 0.035632727MDa, 0.036988691MDa, 0.023087889MDa, 0.041086285MDa, 0.073064141MDa, 0.0367845MDa, 0.051136684MDa, 0.02872818MDa, 0.024757896MDa, 0.0282406MDa, 0.022421469MDa, 0.029748666MDa, 0.04859041MDa, 0.137935MDa, 0.198481422MDa, 0.00274137MDa, 0.000698854MDa, 0.004613678MDa, 0.003762629MDa, 6.5409e-05MDa, 2.4305e-05MDa, 0.000145246MDa, 0.00020234MDa	singleParticle		7.4	OTHER	98	278	FEI VITROBOT MARK IV	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON III (4k x 4k)	FEI TITAN KRIOS	300		320	-0.26455936	0.51369876	0.0014350519	0.017512508
0	3.08	FSC 0.143 CUT-OFF	2018-08-31	30213880	doi:10.1126/science.aau7735	Ramrath DJF, Niemann M, Leibundgut M, Bieri P, Prange C, Horn EK, Leitner A, Boehringer A, Schneider A, Ban N	6hiz	0.201811188MDa, 0.035395676MDa, 0.137234125MDa, 0.13171925MDa, 0.085012258MDa, 0.075338914MDa, 0.072046031MDa, 0.06667668MDa, 0.045956293MDa, 0.03562391MDa, 0.030096051MDa, 0.021589732MDa, 0.021247398MDa, 0.020093227MDa, 0.019317293MDa, 0.00907094MDa, 0.050128926MDa, 0.094351039MDa, 0.03792591MDa, 0.019900014MDa, 0.036988691MDa, 0.028364604MDa, 0.057048836MDa, 0.021244104MDa, 0.098377773MDa, 0.195379688MDa, 0.000443539MDa, 0.000613749MDa, 0.000145246MDa, 0.000484141MDa, 0.00052318MDa, 2.4305e-05MDa, 1.8015e-05MDa	singleParticle		7.4	OTHER	98	278	FEI VITROBOT MARK IV	FIELD EMISSION GUN	40.0	BRIGHT FIELD	FLOOD BEAM	FEI FALCON III (4k x 4k)	FEI TITAN KRIOS	300		320	-0.2582923	0.5873829	0.0010537558	0.015823135
0	3.3	FSC 0.143 CUT-OFF	2018-09-04	30224494	doi:10.1073/pnas.1810927115	Benton DJ, Rosenthal PB	6hjn	0.17MDa, 0.035534395MDa, 0.019815652MDa, 0.000221208MDa, 0.000164156MDa, 0.000180156MDa, 0.000180156MDa, 0.00047892MDa	singleParticle	2	8.0	ETHANE			FEI VITROBOT MARK III	FIELD EMISSION GUN	43.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C3	512	-2.2043006	6.213726	-0.000038092523	0.122444466
0	3.3	FSC 0.143 CUT-OFF	2018-09-04	30224494	doi:10.1073/pnas.1810927115	Benton DJ, Rosenthal PB	6hjp	0.3MDa, 0.035647551MDa, 0.019930742MDa, 0.022906727MDa, 0.023257609MDa, 0.000221208MDa, 0.000180156MDa, 0.000164156MDa, 0.000180156MDa, 0.00047892MDa	singleParticle	1.5	8.0	ETHANE			FEI VITROBOT MARK IV	FIELD EMISSION GUN	43.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C3	512	0.0	1.0	0.0051582647	0.06850973
0	4.1	FSC 0.143 CUT-OFF	2018-09-04	30224494	doi:10.1073/pnas.1810927115	Benton DJ, Rosenthal PB	6hjq	0.3MDa, 0.035684852MDa, 0.022991572MDa, 0.022925875MDa, 0.023277766MDa, 0.000221208MDa, 0.000164156MDa, 0.000180156MDa, 0.000180156MDa	singleParticle	1.5	8.0	ETHANE			FEI VITROBOT MARK IV	FIELD EMISSION GUN	43.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C3	512	0.0	1.0	0.0048898724	0.06752509
0	4.2	FSC 0.143 CUT-OFF	2018-09-04	30224494	doi:10.1073/pnas.1810927115	Benton DJ, Rosenthal PB	6hjr	0.17MDa, 0.035534395MDa, 0.023040434MDa, 0.000221208MDa, 0.000164156MDa, 0.000180156MDa	singleParticle	2	8.0	ETHANE			FEI VITROBOT MARK III	FIELD EMISSION GUN	43.0	BRIGHT FIELD	FLOOD BEAM	GATAN K2 SUMMIT (4k x 4k)	FEI TITAN KRIOS	300	C1	512	-0.88170075	4.860462	-0.0011066637	0.12927449
